"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Mg1 Cd1 In1 Ga1)
Reduced Formula: MgCdInGa
abc   :   5.013531   5.013400   5.013500
angles:  59.990289  59.946808  59.978725
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ga    0.677511  0.648154  0.280566
  1  Mg    0.927408  0.898732  0.530665
  2  In    0.427105  0.39914   0.031027
  3  Cd    0.177329  0.148279  0.780662","MgCdInGa","('Cd', 'Ga', 'In', 'Mg')","0.7881118986364744","20","# generated using pymatgen
data_MgCdInGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.01353108
_cell_length_b   5.01339985
_cell_length_c   5.01349974
_cell_angle_alpha   59.99028853
_cell_angle_beta   59.94680754
_cell_angle_gamma   59.97872496
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgCdInGa
_chemical_formula_sum   'Mg1 Cd1 In1 Ga1'
_cell_volume   89.04827107
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.67751145  0.64815414  0.28056580  1
  Mg  Mg1  1  0.92740768  0.89873230  0.53066534  1
  In  In2  1  0.42710537  0.39913982  0.03102675  1
  Cd  Cd3  1  0.17732897  0.14827943  0.78066158  1
"
"Full Formula (Sm2 Pt4)
Reduced Formula: SmPt2
abc   :   4.367168   5.346166   5.720079
angles:  89.644737  89.822923 113.671554
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sm    0.569671  0.774632  0.94731
  1  Sm    0.958207  0.55005   0.449356
  2  Pt    0.870626  0.374877  0.950488
  3  Pt    0.264009  0.161482  0.699246
  4  Pt    0.263681  0.162239  0.199472
  5  Pt    0.656976  0.949122  0.4461","SmPt2","('Pt', 'Sm')","0.8896306723990879","20","# generated using pymatgen
data_SmPt2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.36716830
_cell_length_b   5.34616591
_cell_length_c   5.72007895
_cell_angle_alpha   89.64473702
_cell_angle_beta   89.82292301
_cell_angle_gamma   113.67155399
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmPt2
_chemical_formula_sum   'Sm2 Pt4'
_cell_volume   122.30889216
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.56967098  0.77463204  0.94730991  1
  Sm  Sm1  1  0.95820725  0.55005014  0.44935614  1
  Pt  Pt2  1  0.87062639  0.37487689  0.95048755  1
  Pt  Pt3  1  0.26400921  0.16148198  0.69924557  1
  Pt  Pt4  1  0.26368138  0.16223858  0.19947198  1
  Pt  Pt5  1  0.65697581  0.94912249  0.44609979  1
"
"Full Formula (Li3 Ca2 Ga2)
Reduced Formula: Li3(CaGa)2
abc   :   4.727088   4.726755   8.130489
angles: 106.977831  90.122748 120.054510
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.33769   0.635511  0.154987
  1  Ca    0.755567  0.470054  0.404274
  2  Ca    0.601974  0.167178  0.951317
  3  Ga    0.175102  0.312323  0.67227
  4  Li    0.476454  0.912537  0.569611
  5  Ga    0.015045  0.991504  0.187355
  6  Li    0.882207  0.726189  0.79541","Li3(CaGa)2","('Ca', 'Ga', 'Li')","0.9123248656367586","20","# generated using pymatgen
data_Li3(CaGa)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.72708833
_cell_length_b   4.72675525
_cell_length_c   8.13048935
_cell_angle_alpha   106.97783097
_cell_angle_beta   90.12274784
_cell_angle_gamma   120.05450964
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3(CaGa)2
_chemical_formula_sum   'Li3 Ca2 Ga2'
_cell_volume   147.95232574
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.33768961  0.63551116  0.15498677  1
  Ca  Ca1  1  0.75556660  0.47005448  0.40427446  1
  Ca  Ca2  1  0.60197383  0.16717769  0.95131660  1
  Ga  Ga3  1  0.17510210  0.31232330  0.67226994  1
  Li  Li4  1  0.47645354  0.91253734  0.56961066  1
  Ga  Ga5  1  0.01504476  0.99150449  0.18735507  1
  Li  Li6  1  0.88220686  0.72618908  0.79541028  1
"
"Full Formula (Cs2 Rb5 K1 Na1 Sr1)
Reduced Formula: Cs2KRb5NaSr
abc   :   8.933279   9.390102  13.488347
angles:  63.317697  60.474639  57.695656
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.323072  0.677683  0.650965
  1  Cs    0.114086  0.21332   0.050954
  2  Sr    0.485559  0.684444  0.269121
  3  Rb    0.025463  0.775203  0.022687
  4  Rb    0.25404   0.239688  0.622757
  5  K     0.470169  0.242991  0.214636
  6  Cs    0.667171  0.716897  0.846394
  7  Rb    0.889249  0.184833  0.466977
  8  Na    0.688192  0.219436  0.827658
  9  Rb    0.879149  0.733835  0.403963","Cs2KRb5NaSr","('Cs', 'K', 'Na', 'Rb', 'Sr')","0.7599039453642968","20","# generated using pymatgen
data_Cs2KRb5NaSr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.93327900
_cell_length_b   9.39010178
_cell_length_c   13.48834705
_cell_angle_alpha   63.31769680
_cell_angle_beta   60.47463926
_cell_angle_gamma   57.69565596
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2KRb5NaSr
_chemical_formula_sum   'Cs2 Rb5 K1 Na1 Sr1'
_cell_volume   805.18716980
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.32307190  0.67768312  0.65096503  1
  Cs  Cs1  1  0.11408643  0.21331954  0.05095436  1
  Sr  Sr2  1  0.48555866  0.68444371  0.26912084  1
  Rb  Rb3  1  0.02546255  0.77520251  0.02268728  1
  Rb  Rb4  1  0.25404024  0.23968849  0.62275660  1
  K  K5  1  0.47016934  0.24299145  0.21463610  1
  Cs  Cs6  1  0.66717118  0.71689743  0.84639412  1
  Rb  Rb7  1  0.88924873  0.18483298  0.46697727  1
  Na  Na8  1  0.68819165  0.21943578  0.82765764  1
  Rb  Rb9  1  0.87914950  0.73383480  0.40396300  1
"
"Full Formula (Cs12 Rb3 K2 Cu1 Au2)
Reduced Formula: Cs12K2Rb3CuAu2
abc   :  10.596658  14.042574  13.990917
angles:  68.082862  67.386006  67.949551
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.783535  0.051573  0.378704
  1  Cs    0.515895  0.287078  0.624028
  2  Cs    0.292523  0.129496  0.408065
  3  Cs    0.299368  0.854624  0.297185
  4  Cs    0.628696  0.6868    0.518733
  5  Cu    0.393445  0.686744  0.060208
  6  Cs    0.4047    0.898427  0.808217
  7  Rb    0.663648  0.763041  0.067225
  8  Rb    0.720464  0.516223  0.91257
  9  K     0.388907  0.476447  0.259979
 10  K     0.94757   0.307666  0.653298
 11  Cs    0.616552  0.151595  0.037295
 12  Cs    0.125408  0.196497  0.983282
 13  Rb    0.095499  0.608554  0.593941
 14  Cs    0.938564  0.943679  0.717297
 15  Au    0.897898  0.179403  0.504572
 16  Cs    0.8869    0.406999  0.278496
 17  Au    0.609231  0.92619   0.278481
 18  Cs    0.010014  0.800624  0.158067
 19  Cs    0.251077  0.563137  0.925315","Cs12K2Rb3CuAu2","('Au', 'Cs', 'Cu', 'K', 'Rb')","0.9448736736760841","20","# generated using pymatgen
data_Cs12K2Rb3CuAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.59665810
_cell_length_b   14.04257432
_cell_length_c   13.99091721
_cell_angle_alpha   68.08286152
_cell_angle_beta   67.38600551
_cell_angle_gamma   67.94955053
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs12K2Rb3CuAu2
_chemical_formula_sum   'Cs12 Rb3 K2 Cu1 Au2'
_cell_volume   1716.33459740
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.78353524  0.05157292  0.37870386  1
  Cs  Cs1  1  0.51589465  0.28707835  0.62402833  1
  Cs  Cs2  1  0.29252335  0.12949587  0.40806478  1
  Cs  Cs3  1  0.29936826  0.85462391  0.29718491  1
  Cs  Cs4  1  0.62869585  0.68679976  0.51873255  1
  Cu  Cu5  1  0.39344454  0.68674409  0.06020816  1
  Cs  Cs6  1  0.40470043  0.89842749  0.80821741  1
  Rb  Rb7  1  0.66364795  0.76304072  0.06722493  1
  Rb  Rb8  1  0.72046375  0.51622331  0.91257024  1
  K  K9  1  0.38890728  0.47644654  0.25997931  1
  K  K10  1  0.94757032  0.30766633  0.65329814  1
  Cs  Cs11  1  0.61655152  0.15159525  0.03729485  1
  Cs  Cs12  1  0.12540798  0.19649735  0.98328221  1
  Rb  Rb13  1  0.09549943  0.60855424  0.59394121  1
  Cs  Cs14  1  0.93856376  0.94367903  0.71729720  1
  Au  Au15  1  0.89789790  0.17940339  0.50457180  1
  Cs  Cs16  1  0.88689971  0.40699947  0.27849588  1
  Au  Au17  1  0.60923100  0.92619014  0.27848062  1
  Cs  Cs18  1  0.01001447  0.80062431  0.15806726  1
  Cs  Cs19  1  0.25107709  0.56313694  0.92531461  1
"
"Full Formula (Cs4 Rb7 K1)
Reduced Formula: Cs4KRb7
abc   :   4.664927  12.213755  18.615078
angles:  83.846521  93.241091  81.614962
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.630822  0.000696  0.8783
  1  Cs    0.006202  0.335216  0.463561
  2  Rb    0.849038  0.66037   0.280593
  3  Cs    0.667299  0.99835   0.377214
  4  Cs    0.974679  0.345329  0.725618
  5  Rb    0.869701  0.646655  0.03121
  6  K     0.500162  0.341213  0.959339
  7  Rb    0.334637  0.675325  0.541349
  8  Cs    0.164653  0.005407  0.112416
  9  Rb    0.292826  0.689021  0.792467
 10  Rb    0.677149  0.999198  0.633715
 11  Rb    0.514344  0.337421  0.206613","Cs4KRb7","('Cs', 'K', 'Rb')","0.8631368573974327","20","# generated using pymatgen
data_Cs4KRb7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.66492665
_cell_length_b   12.21375470
_cell_length_c   18.61507797
_cell_angle_alpha   83.84652114
_cell_angle_beta   93.24109120
_cell_angle_gamma   81.61496200
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs4KRb7
_chemical_formula_sum   'Cs4 Rb7 K1'
_cell_volume   1040.42272675
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.63082206  0.00069571  0.87830001  1
  Cs  Cs1  1  0.00620233  0.33521608  0.46356091  1
  Rb  Rb2  1  0.84903771  0.66037017  0.28059256  1
  Cs  Cs3  1  0.66729856  0.99834985  0.37721372  1
  Cs  Cs4  1  0.97467899  0.34532857  0.72561789  1
  Rb  Rb5  1  0.86970103  0.64665455  0.03121041  1
  K  K6  1  0.50016177  0.34121349  0.95933878  1
  Rb  Rb7  1  0.33463657  0.67532521  0.54134858  1
  Cs  Cs8  1  0.16465302  0.00540681  0.11241614  1
  Rb  Rb9  1  0.29282588  0.68902129  0.79246730  1
  Rb  Rb10  1  0.67714936  0.99919826  0.63371539  1
  Rb  Rb11  1  0.51434422  0.33742127  0.20661317  1
"
"Full Formula (Lu1 Zn1 Cd1 Cu1)
Reduced Formula: LuZnCdCu
abc   :   4.684435   4.679738   4.685472
angles:  60.113172  59.960232  60.092818
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Lu    0.290199  0.152263  0.78479
  1  Zn    0.040467  0.902176  0.534664
  2  Cd    0.789727  0.652516  0.285148
  3  Cu    0.540047  0.402563  0.034702","LuZnCdCu","('Cd', 'Cu', 'Lu', 'Zn')","0.8315053470654297","20","# generated using pymatgen
data_LuZnCdCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.68443546
_cell_length_b   4.67973809
_cell_length_c   4.68547249
_cell_angle_alpha   60.11317200
_cell_angle_beta   59.96023224
_cell_angle_gamma   60.09281795
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuZnCdCu
_chemical_formula_sum   'Lu1 Zn1 Cd1 Cu1'
_cell_volume   72.72109662
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.29019862  0.15226328  0.78478974  1
  Zn  Zn1  1  0.04046710  0.90217614  0.53466380  1
  Cd  Cd2  1  0.78972721  0.65251607  0.28514826  1
  Cu  Cu3  1  0.54004681  0.40256318  0.03470169  1
"
"Full Formula (K5 Cd1)
Reduced Formula: K5Cd
abc   :   4.699488   8.149638  11.638290
angles:  78.892005  78.340787  73.227673
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.285765  0.259377  0.352032
  1  K     0.090365  0.833125  0.169404
  2  K     0.893814  0.416089  0.97892
  3  K     0.700982  0.995916  0.785596
  4  K     0.50651   0.564838  0.606614
  5  Cd    0.89666   0.911243  0.478695","K5Cd","('Cd', 'K')","0.914073285011122","20","# generated using pymatgen
data_K5Cd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69948823
_cell_length_b   8.14963816
_cell_length_c   11.63829041
_cell_angle_alpha   78.89200472
_cell_angle_beta   78.34078750
_cell_angle_gamma   73.22767287
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K5Cd
_chemical_formula_sum   'K5 Cd1'
_cell_volume   413.65690963
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.28576514  0.25937727  0.35203221  1
  K  K1  1  0.09036470  0.83312500  0.16940388  1
  K  K2  1  0.89381373  0.41608897  0.97892004  1
  K  K3  1  0.70098197  0.99591643  0.78559554  1
  K  K4  1  0.50651026  0.56483787  0.60661447  1
  Cd  Cd5  1  0.89665955  0.91124296  0.47869468  1
"
"Full Formula (Li2 Cd2 Ag2 Au1)
Reduced Formula: Li2Cd2Ag2Au
abc   :   4.034497   5.868824   5.760754
angles: 100.657523  90.039297  89.958687
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.280607  0.606109  0.46964
  1  Au    0.780596  0.38898   0.196411
  2  Cd    0.280421  0.687477  0.995268
  3  Ag    0.78034   0.38932   0.695535
  4  Cd    0.280509  0.089933  0.395289
  5  Li    0.280763  0.171449  0.921798
  6  Ag    0.780718  0.887932  0.694789","Li2Cd2Ag2Au","('Ag', 'Au', 'Cd', 'Li')","0.8455173013963888","20","# generated using pymatgen
data_Li2Cd2Ag2Au
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.03449678
_cell_length_b   5.86882386
_cell_length_c   5.76075363
_cell_angle_alpha   100.65752327
_cell_angle_beta   90.03929658
_cell_angle_gamma   89.95868669
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Cd2Ag2Au
_chemical_formula_sum   'Li2 Cd2 Ag2 Au1'
_cell_volume   134.04872821
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.28060699  0.60610890  0.46963987  1
  Au  Au1  1  0.78059632  0.38898033  0.19641146  1
  Cd  Cd2  1  0.28042111  0.68747747  0.99526829  1
  Ag  Ag3  1  0.78034025  0.38931951  0.69553465  1
  Cd  Cd4  1  0.28050891  0.08993255  0.39528891  1
  Li  Li5  1  0.28076336  0.17144920  0.92179775  1
  Ag  Ag6  1  0.78071767  0.88793188  0.69478905  1
"
"Full Formula (Tb2 Er1 Zr1)
Reduced Formula: Tb2ErZr
abc   :   3.478839   3.470504   9.838397
angles:  89.972340  89.982428  89.939548
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Er    0.444399  0.885023  0.884641
  1  Tb    0.944342  0.384751  0.149908
  2  Tb    0.94562   0.385241  0.619654
  3  Zr    0.443437  0.885583  0.384725","Tb2ErZr","('Er', 'Tb', 'Zr')","0.8442172331982416","20","# generated using pymatgen
data_Tb2ErZr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.47883885
_cell_length_b   3.47050445
_cell_length_c   9.83839703
_cell_angle_alpha   89.97234024
_cell_angle_beta   89.98242843
_cell_angle_gamma   89.93954850
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb2ErZr
_chemical_formula_sum   'Tb2 Er1 Zr1'
_cell_volume   118.78208609
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.44439864  0.88502336  0.88464141  1
  Tb  Tb1  1  0.94434178  0.38475111  0.14990765  1
  Tb  Tb2  1  0.94561952  0.38524058  0.61965388  1
  Zr  Zr3  1  0.44343677  0.88558292  0.38472456  1
"
"Full Formula (Rb3 Ga1 Au6)
Reduced Formula: Rb3GaAu6
abc   :   6.307836   7.547859   7.391578
angles: 119.964569  93.985466  90.126580
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.986882  0.928024  0.043428
  1  Au    0.483033  0.500225  0.385931
  2  Au    0.495179  0.076384  0.258454
  3  Rb    0.983886  0.255388  0.72061
  4  Au    0.477917  0.372335  0.680195
  5  Au    0.483087  0.795636  0.813852
  6  Au    0.490213  0.651956  0.110957
  7  Au    0.489332  0.216749  0.957479
  8  Ga    0.484563  0.933201  0.5359
  9  Rb    0.982212  0.602427  0.376802","Rb3GaAu6","('Au', 'Ga', 'Rb')","0.8733065572171865","20","# generated using pymatgen
data_Rb3GaAu6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.30783619
_cell_length_b   7.54785935
_cell_length_c   7.39157820
_cell_angle_alpha   119.96456859
_cell_angle_beta   93.98546577
_cell_angle_gamma   90.12657967
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb3GaAu6
_chemical_formula_sum   'Rb3 Ga1 Au6'
_cell_volume   303.86362136
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.98688209  0.92802376  0.04342804  1
  Au  Au1  1  0.48303330  0.50022477  0.38593096  1
  Au  Au2  1  0.49517888  0.07638386  0.25845441  1
  Rb  Rb3  1  0.98388600  0.25538775  0.72061002  1
  Au  Au4  1  0.47791699  0.37233451  0.68019491  1
  Au  Au5  1  0.48308730  0.79563600  0.81385201  1
  Au  Au6  1  0.49021330  0.65195602  0.11095744  1
  Au  Au7  1  0.48933235  0.21674906  0.95747888  1
  Ga  Ga8  1  0.48456335  0.93320113  0.53589994  1
  Rb  Rb9  1  0.98221225  0.60242748  0.37680236  1
"
"Full Formula (Y1 Ho1 Sb2)
Reduced Formula: YHoSb2
abc   :   4.388485   4.388258   6.192810
angles:  90.005788  90.020206  90.201076
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sb    0.585311  0.357174  0.379515
  1  Ho    0.085406  0.856828  0.379441
  2  Sb    0.085885  0.856526  0.879487
  3  Y     0.585512  0.356988  0.879428","YHoSb2","('Ho', 'Sb', 'Y')","0.9707682273388674","20","# generated using pymatgen
data_YHoSb2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.38848475
_cell_length_b   4.38825800
_cell_length_c   6.19281006
_cell_angle_alpha   90.00578767
_cell_angle_beta   90.02020621
_cell_angle_gamma   90.20107645
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YHoSb2
_chemical_formula_sum   'Y1 Ho1 Sb2'
_cell_volume   119.25917570
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.58531064  0.35717416  0.37951499  1
  Ho  Ho1  1  0.08540648  0.85682815  0.37944099  1
  Sb  Sb2  1  0.08588544  0.85652626  0.87948674  1
  Y  Y3  1  0.58551174  0.35698846  0.87942827  1
"
"Full Formula (Dy1 Mg1 Zn2 Ge2)
Reduced Formula: DyMg(ZnGe)2
abc   :   4.284311   4.286368   7.192173
angles:  90.062355  89.893636 119.936634
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ge    0.597252  0.34399   0.118074
  1  Zn    0.596705  0.343768  0.6454
  2  Mg    0.263747  0.677075  0.872976
  3  Dy    0.263159  0.677748  0.372188
  4  Zn    0.93058   0.010954  0.099459
  5  Ge    0.930519  0.010239  0.627546","DyMg(ZnGe)2","('Dy', 'Ge', 'Mg', 'Zn')","0.8643179231376887","20","# generated using pymatgen
data_DyMg(ZnGe)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28431105
_cell_length_b   4.28636805
_cell_length_c   7.19217348
_cell_angle_alpha   90.06235529
_cell_angle_beta   89.89363595
_cell_angle_gamma   119.93663386
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyMg(ZnGe)2
_chemical_formula_sum   'Dy1 Mg1 Zn2 Ge2'
_cell_volume   114.45570220
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.59725183  0.34399036  0.11807390  1
  Zn  Zn1  1  0.59670508  0.34376767  0.64540005  1
  Mg  Mg2  1  0.26374707  0.67707485  0.87297630  1
  Dy  Dy3  1  0.26315868  0.67774796  0.37218755  1
  Zn  Zn4  1  0.93057978  0.01095425  0.09945911  1
  Ge  Ge5  1  0.93051904  0.01023918  0.62754631  1
"
"Full Formula (Cs7 Rb2 Au3)
Reduced Formula: Cs7Rb2Au3
abc   :   5.618887  10.883929  15.618264
angles:  80.659630  79.022802  74.194494
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.06241   0.193706  0.759087
  1  Au    0.000239  0.47724   0.612066
  2  Cs    0.507753  0.596747  0.469532
  3  Cs    0.7127    0.474059  0.175866
  4  Cs    0.787928  0.89096   0.615397
  5  Cs    0.421586  0.21158   0.01969
  6  Au    0.593528  0.281818  0.605425
  7  Au    0.860517  0.418426  0.933832
  8  Cs    0.390223  0.527562  0.772034
  9  Cs    0.203821  0.224217  0.449581
 10  Rb    0.959538  0.909044  0.246578
 11  Cs    0.672382  0.779416  0.954315","Cs7Rb2Au3","('Au', 'Cs', 'Rb')","1.0","20","# generated using pymatgen
data_Cs7Rb2Au3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.61888701
_cell_length_b   10.88392935
_cell_length_c   15.61826420
_cell_angle_alpha   80.65962980
_cell_angle_beta   79.02280220
_cell_angle_gamma   74.19449366
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs7Rb2Au3
_chemical_formula_sum   'Cs7 Rb2 Au3'
_cell_volume   896.02886489
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.06241013  0.19370551  0.75908709  1
  Au  Au1  1  0.00023934  0.47723988  0.61206567  1
  Cs  Cs2  1  0.50775260  0.59674662  0.46953169  1
  Cs  Cs3  1  0.71269983  0.47405949  0.17586574  1
  Cs  Cs4  1  0.78792769  0.89096004  0.61539674  1
  Cs  Cs5  1  0.42158595  0.21157962  0.01968988  1
  Au  Au6  1  0.59352845  0.28181788  0.60542500  1
  Au  Au7  1  0.86051720  0.41842639  0.93383205  1
  Cs  Cs8  1  0.39022315  0.52756184  0.77203423  1
  Cs  Cs9  1  0.20382088  0.22421680  0.44958103  1
  Rb  Rb10  1  0.95953828  0.90904367  0.24657831  1
  Cs  Cs11  1  0.67238188  0.77941644  0.95431495  1
"
